order_id,flag,order_date,order_date_new,ship_date,ship_date_new,ship_mode,customer_name,segment,state,country,market,region,product_id,category,sub_category,product_name,sales,quantity,discount,discount_flag,profit,shipping_cost,order_priority,year
ID-2011-72894,12-08-2022,2/28/2011,2011-02-28,03-03-2011,2011-03-03,First Class,Paul Stevenson,Home Office,Seoul,South Korea,APAC,North Asia,FUR-FU-10000815,Furniture,Furnishings,"Eldon Door Stop, Black",401,10,0.2,yes,-5.22,108.34,Critical,2011
MX-2011-156748,12-08-2022,2/28/2011,2011-02-28,2/28/2011,2011-02-28,Same Day,Sarah Brown,Consumer,Rio Grande do Sul,Brazil,LATAM,South,TEC-MA-10001859,Technology,Machines,"Okidata Printer, Wireless",358,2,0,no,110.96,64.95,High,2011
ID-2011-72894,12-08-2022,2/28/2011,2011-02-28,03-03-2011,2011-03-03,First Class,Paul Stevenson,Home Office,Seoul,South Korea,APAC,North Asia,OFF-AP-10003275,Office Supplies,Appliances,"KitchenAid Microwave, Silver",311,2,0.5,yes,-224.01,60.79,Critical,2011
ID-2011-72894,12-08-2022,2/28/2011,2011-02-28,03-03-2011,2011-03-03,First Class,Paul Stevenson,Home Office,Seoul,South Korea,APAC,North Asia,FUR-FU-10004074,Furniture,Furnishings,"Advantus Stacking Tray, Erganomic",140,7,0.2,yes,6.804,50.88,Critical,2011
IN-2011-56213,12-08-2022,2/28/2011,2011-02-28,03-04-2011,2011-03-04,Second Class,Deborah Brumfield,Home Office,National Capital,Philippines,APAC,Southeast Asia,TEC-AC-10004081,Technology,Accessories,"Logitech Keyboard, Bluetooth",120,3,0.45,yes,10.8225,18.64,Medium,2011
ID-2011-72894,12-08-2022,2/28/2011,2011-02-28,03-03-2011,2011-03-03,First Class,Paul Stevenson,Home Office,Seoul,South Korea,APAC,North Asia,TEC-AC-10003668,Technology,Accessories,"Belkin Memory Card, Bluetooth",115,2,0.5,yes,-50.55,16.32,Critical,2011
IN-2011-56213,12-08-2022,2/28/2011,2011-02-28,03-04-2011,2011-03-04,Second Class,Deborah Brumfield,Home Office,National Capital,Philippines,APAC,Southeast Asia,OFF-BI-10002243,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Durable",125,5,0.15,yes,41.1825,7.71,Medium,2011
CA-2011-156545,12-08-2022,2/28/2011,2011-02-28,03-03-2011,2011-03-03,First Class,Joy Smith,Consumer,Ohio,United States,US,East,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,19,4,0.2,yes,3.4048,3.38,Medium,2011
ID-2011-56129,12-08-2022,2/28/2011,2011-02-28,03-07-2011,2011-03-07,Standard Class,Sally Hughsby,Corporate,Queensland,Australia,APAC,Oceania,OFF-AR-10000578,Office Supplies,Art,"BIC Pencil Sharpener, Fluorescent",18,1,0.4,yes,-10.008,2.15,Medium,2011
CA-2011-1800,12-08-2022,03-01-2011,2011-03-01,03-04-2011,2011-03-04,First Class,Tom Prescott,Consumer,Ontario,Canada,Canada,Canada,OFF-FEL-10001405,Office Supplies,Storage,"Fellowes File Cart, Industrial",551,4,0,no,71.64,164.36,High,2011
ES-2011-1705541,12-08-2022,03-01-2011,2011-03-01,03-06-2011,2011-03-06,Standard Class,Todd Sumrall,Corporate,England,United Kingdom,EU,North,FUR-BO-10000259,Furniture,Bookcases,"Safco Classic Bookcase, Traditional",1314,3,0,no,341.73,150.4,High,2011
UP-2011-3730,12-08-2022,03-01-2011,2011-03-01,03-05-2011,2011-03-05,Standard Class,Ruben Dartt,Consumer,Vinnytsya,Ukraine,EMEA,EMEA,TEC-LOG-10003896,Technology,Accessories,"Logitech Router, Erganomic",1471,6,0,no,264.6,146.55,Medium,2011
ES-2011-3893444,12-08-2022,03-01-2011,2011-03-01,03-05-2011,2011-03-05,Standard Class,Tom Boeckenhauer,Consumer,Berlin,Germany,EU,Central,OFF-AP-10002568,Office Supplies,Appliances,"Hamilton Beach Toaster, Black",364,8,0.2,yes,45.456,80.67,High,2011
CA-2011-113880,12-08-2022,03-01-2011,2011-03-01,03-05-2011,2011-03-05,Standard Class,Vicky Freymann,Home Office,Illinois,United States,US,Central,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,634,6,0.3,yes,-172.1172,70.05,High,2011
CA-2011-1800,12-08-2022,03-01-2011,2011-03-01,03-04-2011,2011-03-04,First Class,Tom Prescott,Consumer,Ontario,Canada,Canada,Canada,FUR-HAR-10001792,Furniture,Chairs,"Harbour Creations Bag Chairs, Red",246,4,0,no,105.96,65.81,High,2011
ES-2011-1705541,12-08-2022,03-01-2011,2011-03-01,03-06-2011,2011-03-06,Standard Class,Todd Sumrall,Corporate,England,United Kingdom,EU,North,FUR-CH-10002830,Furniture,Chairs,"Office Star Rocking Chair, Red",705,5,0,no,288.75,64.4,High,2011
UP-2011-3730,12-08-2022,03-01-2011,2011-03-01,03-05-2011,2011-03-05,Standard Class,Ruben Dartt,Consumer,Vinnytsya,Ukraine,EMEA,EMEA,OFF-FEL-10002867,Office Supplies,Storage,"Fellowes Lockers, Single Width",1244,6,0,no,211.5,60.78,Medium,2011
IN-2011-59986,12-08-2022,03-01-2011,2011-03-01,03-03-2011,2011-03-03,First Class,Katherine Hughes,Consumer,South Australia,Australia,APAC,Oceania,TEC-MA-10002520,Technology,Machines,"Panasonic Receipt Printer, White",215,2,0.1,yes,7.158,55.67,High,2011
CA-2011-104269,12-08-2022,03-01-2011,2011-03-01,03-06-2011,2011-03-06,Second Class,Dave Brooks,Consumer,Washington,United States,US,West,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,458,2,0.2,yes,51.4764,47.89,Medium,2011
UP-2011-3730,12-08-2022,03-01-2011,2011-03-01,03-05-2011,2011-03-05,Standard Class,Ruben Dartt,Consumer,Vinnytsya,Ukraine,EMEA,EMEA,TEC-SHA-10004874,Technology,Copiers,"Sharp Fax Machine, High-Speed",588,2,0,no,123.36,42.88,Medium,2011
CA-2011-168312,12-08-2022,03-01-2011,2011-03-01,03-07-2011,2011-03-07,Standard Class,Giulietta Weimer,Consumer,Texas,United States,US,Central,FUR-TA-10001866,Furniture,Tables,Bevis Round Conference Room Tables and Bases,377,3,0.3,yes,-43.0296,32.7,Medium,2011
ES-2011-1705541,12-08-2022,03-01-2011,2011-03-01,03-06-2011,2011-03-06,Standard Class,Todd Sumrall,Corporate,England,United Kingdom,EU,North,OFF-AR-10004151,Office Supplies,Art,"BIC Sketch Pad, Blue",195,4,0,no,34.92,25.39,High,2011
CA-2011-131009,12-08-2022,03-01-2011,2011-03-01,03-05-2011,2011-03-05,Standard Class,Shahid Collister,Consumer,Texas,United States,US,Central,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,362,6,0.3,yes,0,25.22,Medium,2011
UP-2011-3090,12-08-2022,03-01-2011,2011-03-01,03-01-2011,2011-03-01,Same Day,Bryan Spruell,Home Office,Kherson,Ukraine,EMEA,EMEA,FUR-HON-10002424,Furniture,Chairs,"Hon Steel Folding Chair, Red",163,2,0,no,76.5,24.42,Medium,2011
UP-2011-3090,12-08-2022,03-01-2011,2011-03-01,03-01-2011,2011-03-01,Same Day,Bryan Spruell,Home Office,Kherson,Ukraine,EMEA,EMEA,OFF-FEL-10002897,Office Supplies,Storage,"Fellowes Shelving, Single Width",116,2,0,no,30.06,19.52,Medium,2011
CA-2011-1800,12-08-2022,03-01-2011,2011-03-01,03-04-2011,2011-03-04,First Class,Tom Prescott,Consumer,Ontario,Canada,Canada,Canada,TEC-APP-10004912,Technology,Phones,"Apple Speaker Phone, with Caller ID",493,4,0,no,123.24,18.19,High,2011
ES-2011-1517387,12-08-2022,03-01-2011,2011-03-01,03-08-2011,2011-03-08,Standard Class,Chris McAfee,Consumer,Alsace,France,EU,Central,OFF-AR-10001418,Office Supplies,Art,"BIC Markers, Easy-Erase",107,4,0,no,29.88,16.48,Low,2011
UP-2011-3730,12-08-2022,03-01-2011,2011-03-01,03-05-2011,2011-03-05,Standard Class,Ruben Dartt,Consumer,Vinnytsya,Ukraine,EMEA,EMEA,TEC-KON-10002194,Technology,Machines,"Konica Printer, White",266,1,0,no,79.86,16.22,Medium,2011
IN-2011-56738,12-08-2022,03-01-2011,2011-03-01,03-05-2011,2011-03-05,Standard Class,Randy Ferguson,Corporate,Aichi,Japan,APAC,North Asia,FUR-FU-10002210,Furniture,Furnishings,"Tenex Clock, Black",352,7,0,no,59.64,15.91,Medium,2011
IN-2011-26946,12-08-2022,03-01-2011,2011-03-01,03-06-2011,2011-03-06,Standard Class,Logan Haushalter,Consumer,Sumatera Selatan,Indonesia,APAC,Southeast Asia,FUR-CH-10001465,Furniture,Chairs,"Hon Swivel Stool, Red",239,2,0.27,yes,62.169,15.01,Medium,2011
IN-2011-26946,12-08-2022,03-01-2011,2011-03-01,03-06-2011,2011-03-06,Standard Class,Logan Haushalter,Consumer,Sumatera Selatan,Indonesia,APAC,Southeast Asia,OFF-EN-10004495,Office Supplies,Envelopes,"Kraft Peel and Seal, Security-Tint",109,9,0.47,yes,-74.4147,14.58,Medium,2011
ES-2011-2010166,12-08-2022,03-01-2011,2011-03-01,03-05-2011,2011-03-05,Standard Class,Lori Olson,Corporate,Berlin,Germany,EU,Central,TEC-AC-10004791,Technology,Accessories,"Belkin Keyboard, USB",151,2,0.1,yes,-5.058,14.22,Medium,2011
ID-2011-50144,12-08-2022,03-01-2011,2011-03-01,03-05-2011,2011-03-05,Standard Class,Logan Haushalter,Consumer,Tasmania,Australia,APAC,Oceania,TEC-PH-10001619,Technology,Phones,"Cisco Signal Booster, Full Size",92,1,0.4,yes,-45.948,13.96,High,2011
UP-2011-3730,12-08-2022,03-01-2011,2011-03-01,03-05-2011,2011-03-05,Standard Class,Ruben Dartt,Consumer,Vinnytsya,Ukraine,EMEA,EMEA,FUR-SAF-10004530,Furniture,Bookcases,"Safco Floating Shelf Set, Traditional",197,1,0,no,86.55,12.33,Medium,2011
ES-2011-3893444,12-08-2022,03-01-2011,2011-03-01,03-05-2011,2011-03-05,Standard Class,Tom Boeckenhauer,Consumer,Berlin,Germany,EU,Central,OFF-ST-10000875,Office Supplies,Storage,"Smead Shelving, Single Width",118,3,0.2,yes,36.684,11.43,High,2011
CA-2011-168312,12-08-2022,03-01-2011,2011-03-01,03-07-2011,2011-03-07,Standard Class,Giulietta Weimer,Consumer,Texas,United States,US,Central,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,137,3,0.2,yes,8.5845,8.49,Medium,2011
UP-2011-3090,12-08-2022,03-01-2011,2011-03-01,03-01-2011,2011-03-01,Same Day,Bryan Spruell,Home Office,Kherson,Ukraine,EMEA,EMEA,OFF-STA-10000298,Office Supplies,Art,"Stanley Canvas, Blue",99,2,0,no,15.78,8.42,Medium,2011
ES-2011-3893444,12-08-2022,03-01-2011,2011-03-01,03-05-2011,2011-03-05,Standard Class,Tom Boeckenhauer,Consumer,Berlin,Germany,EU,Central,OFF-ST-10000988,Office Supplies,Storage,"Fellowes Folders, Blue",63,3,0.2,yes,23.76,8.22,High,2011
CA-2011-131009,12-08-2022,03-01-2011,2011-03-01,03-05-2011,2011-03-05,Standard Class,Shahid Collister,Consumer,Texas,United States,US,Central,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,130,3,0.2,yes,-22.6716,8,Medium,2011
CA-2011-131009,12-08-2022,03-01-2011,2011-03-01,03-05-2011,2011-03-05,Standard Class,Shahid Collister,Consumer,Texas,United States,US,Central,FUR-FU-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,64,6,0.6,yes,-34.9536,7.38,Medium,2011
UP-2011-3730,12-08-2022,03-01-2011,2011-03-01,03-05-2011,2011-03-05,Standard Class,Ruben Dartt,Consumer,Vinnytsya,Ukraine,EMEA,EMEA,TEC-STA-10004927,Technology,Machines,"StarTech Receipt Printer, Wireless",221,2,0,no,15.48,6.87,Medium,2011
CA-2011-1800,12-08-2022,03-01-2011,2011-03-01,03-04-2011,2011-03-04,First Class,Tom Prescott,Consumer,Ontario,Canada,Canada,Canada,OFF-ACC-10004692,Office Supplies,Binders,"Acco 3-Hole Punch, Recycled",30,1,0,no,2.73,6.7,High,2011
ES-2011-1416586,12-08-2022,03-01-2011,2011-03-01,03-04-2011,2011-03-04,Second Class,Ed Ludwig,Home Office,North Rhine-Westphalia,Germany,EU,Central,TEC-MA-10001825,Technology,Machines,"Epson Calculator, Durable",47,1,0,no,12.54,6.09,Medium,2011
IN-2011-59986,12-08-2022,03-01-2011,2011-03-01,03-03-2011,2011-03-03,First Class,Katherine Hughes,Consumer,South Australia,Australia,APAC,Oceania,OFF-SU-10001770,Office Supplies,Supplies,"Acme Scissors, Easy Grip",24,1,0.1,yes,8.904,5.44,High,2011
ID-2011-50144,12-08-2022,03-01-2011,2011-03-01,03-05-2011,2011-03-05,Standard Class,Logan Haushalter,Consumer,Tasmania,Australia,APAC,Oceania,OFF-PA-10000116,Office Supplies,Paper,"Xerox Parchment Paper, Premium",24,3,0.4,yes,-7.632,3.9,High,2011
UP-2011-3730,12-08-2022,03-01-2011,2011-03-01,03-05-2011,2011-03-05,Standard Class,Ruben Dartt,Consumer,Vinnytsya,Ukraine,EMEA,EMEA,OFF-ELD-10002578,Office Supplies,Storage,"Eldon Box, Single Width",62,6,0,no,17.82,3.73,Medium,2011
ES-2011-1705541,12-08-2022,03-01-2011,2011-03-01,03-06-2011,2011-03-06,Standard Class,Todd Sumrall,Corporate,England,United Kingdom,EU,North,OFF-AR-10004884,Office Supplies,Art,"Sanford Pens, Fluorescent",37,3,0,no,10.35,3.55,High,2011
ES-2011-1416586,12-08-2022,03-01-2011,2011-03-01,03-04-2011,2011-03-04,Second Class,Ed Ludwig,Home Office,North Rhine-Westphalia,Germany,EU,Central,OFF-AR-10000505,Office Supplies,Art,"Binney & Smith Pens, Easy-Erase",147,12,0,no,0,3.35,Medium,2011
ES-2011-1416586,12-08-2022,03-01-2011,2011-03-01,03-04-2011,2011-03-04,Second Class,Ed Ludwig,Home Office,North Rhine-Westphalia,Germany,EU,Central,OFF-ST-10000127,Office Supplies,Storage,"Fellowes Shelving, Wire Frame",102,2,0.1,yes,35.238,3.3,Medium,2011
CA-2011-1800,12-08-2022,03-01-2011,2011-03-01,03-04-2011,2011-03-04,First Class,Tom Prescott,Consumer,Ontario,Canada,Canada,Canada,OFF-OIC-10002161,Office Supplies,Fasteners,"OIC Push Pins, Assorted Sizes",12,1,0,no,2.46,3.1,High,2011
CA-2011-1800,12-08-2022,03-01-2011,2011-03-01,03-04-2011,2011-03-04,First Class,Tom Prescott,Consumer,Ontario,Canada,Canada,Canada,OFF-HON-10001783,Office Supplies,Labels,"Hon Shipping Labels, 5000 Label Set",12,1,0,no,5.64,2.24,High,2011
UP-2011-3730,12-08-2022,03-01-2011,2011-03-01,03-05-2011,2011-03-05,Standard Class,Ruben Dartt,Consumer,Vinnytsya,Ukraine,EMEA,EMEA,FUR-NOV-10004962,Furniture,Chairs,"Novimex Bag Chairs, Adjustable",48,1,0,no,12.09,2.21,Medium,2011
CA-2011-131009,12-08-2022,03-01-2011,2011-03-01,03-05-2011,2011-03-05,Standard Class,Shahid Collister,Consumer,Texas,United States,US,Central,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,19,5,0.2,yes,-3.5325,2.05,Medium,2011
CA-2011-113880,12-08-2022,03-01-2011,2011-03-01,03-05-2011,2011-03-05,Standard Class,Vicky Freymann,Home Office,Illinois,United States,US,Central,OFF-PA-10003036,Office Supplies,Paper,"Black Print Carbonless 8 1/2 x 8 1/4"" Rapid Memo Book""",17,3,0.2,yes,5.6784,1.94,High,2011
UP-2011-3090,12-08-2022,03-01-2011,2011-03-01,03-01-2011,2011-03-01,Same Day,Bryan Spruell,Home Office,Kherson,Ukraine,EMEA,EMEA,OFF-HON-10000137,Office Supplies,Labels,"Hon Round Labels, Laser Printer Compatible",13,2,0,no,5.46,1.94,Medium,2011
UP-2011-3730,12-08-2022,03-01-2011,2011-03-01,03-05-2011,2011-03-05,Standard Class,Ruben Dartt,Consumer,Vinnytsya,Ukraine,EMEA,EMEA,OFF-TEN-10001585,Office Supplies,Storage,"Tenex Box, Single Width",17,1,0,no,7.41,1.14,Medium,2011
IN-2011-59986,12-08-2022,03-01-2011,2011-03-01,03-03-2011,2011-03-03,First Class,Katherine Hughes,Consumer,South Australia,Australia,APAC,Oceania,OFF-BI-10004436,Office Supplies,Binders,"Acco Hole Reinforcements, Recycled",13,2,0.1,yes,-1.164,1.05,High,2011
IN-2011-52146,12-08-2022,03-01-2011,2011-03-01,03-05-2011,2011-03-05,Standard Class,Brian DeCherney,Consumer,Victoria,Australia,APAC,Oceania,OFF-BI-10000583,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Clear",22,6,0.1,yes,4.266,1.02,Medium,2011
ES-2011-3227800,12-08-2022,03-01-2011,2011-03-01,03-05-2011,2011-03-05,Standard Class,Jeremy Farry,Consumer,Lazio,Italy,EU,South,OFF-BI-10003650,Office Supplies,Binders,"Ibico Index Tab, Clear",18,2,0,no,3.18,0.97,Medium,2011
UP-2011-3730,12-08-2022,03-01-2011,2011-03-01,03-05-2011,2011-03-05,Standard Class,Ruben Dartt,Consumer,Vinnytsya,Ukraine,EMEA,EMEA,OFF-TEN-10003211,Office Supplies,Storage,"Tenex Box, Wire Frame",31,2,0,no,14.28,0.81,Medium,2011
NI-2011-190,12-08-2022,03-01-2011,2011-03-01,03-06-2011,2011-03-06,Standard Class,Edward Hooks,Corporate,Kano,Nigeria,Africa,Africa,OFF-HOO-10002386,Office Supplies,Appliances,"Hoover Toaster, Silver",25,1,0.7,yes,-28.713,0.79,Medium,2011
US-2011-143707,12-08-2022,03-01-2011,2011-03-01,03-05-2011,2011-03-05,Standard Class,Hallie Redmond,Home Office,New York,United States,US,East,TEC-PH-10003655,Technology,Phones,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,6,3,0,no,1.6038,0.42,Medium,2011
IN-2011-53469,12-08-2022,03-02-2011,2011-03-02,03-07-2011,2011-03-07,Standard Class,Chuck Clark,Home Office,Victoria,Australia,APAC,Oceania,FUR-BO-10003384,Furniture,Bookcases,"Ikea Corner Shelving, Traditional",775,7,0.1,yes,146.328,52.13,Medium,2011
IN-2011-53469,12-08-2022,03-02-2011,2011-03-02,03-07-2011,2011-03-07,Standard Class,Chuck Clark,Home Office,Victoria,Australia,APAC,Oceania,FUR-BO-10004404,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Pine",776,6,0.1,yes,94.806,51.08,Medium,2011
ID-2011-34037,12-08-2022,03-02-2011,2011-03-02,03-02-2011,2011-03-02,Same Day,Mary Zewe,Corporate,Jawa Barat,Indonesia,APAC,Southeast Asia,FUR-CH-10002250,Furniture,Chairs,"Office Star Executive Leather Armchair, Black",682,2,0.27,yes,186.9678,48.69,Medium,2011
IN-2011-34800,12-08-2022,03-02-2011,2011-03-02,03-06-2011,2011-03-06,Standard Class,Giulietta Dortch,Corporate,Queensland,Australia,APAC,Oceania,FUR-CH-10001752,Furniture,Chairs,"Harbour Creations Steel Folding Chair, Black",258,3,0.1,yes,31.482,28.53,Medium,2011
ID-2011-34037,12-08-2022,03-02-2011,2011-03-02,03-02-2011,2011-03-02,Same Day,Mary Zewe,Corporate,Jawa Barat,Indonesia,APAC,Southeast Asia,TEC-CO-10002350,Technology,Copiers,"Canon Wireless Fax, Digital",1055,3,0.07,yes,-34.083,27.16,Medium,2011
IZ-2011-6520,12-08-2022,03-02-2011,2011-03-02,03-06-2011,2011-03-06,Standard Class,Natalie Webber,Consumer,Baghdad,Iraq,EMEA,EMEA,OFF-ROG-10000191,Office Supplies,Storage,"Rogers Lockers, Wire Frame",211,1,0,no,52.65,21.46,Medium,2011
CA-2011-111157,12-08-2022,03-02-2011,2011-03-02,03-06-2011,2011-03-06,Standard Class,Nicole Hansen,Corporate,Pennsylvania,United States,US,East,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,151,3,0.2,yes,32.13,9.21,High,2011
IN-2011-53469,12-08-2022,03-02-2011,2011-03-02,03-07-2011,2011-03-07,Standard Class,Chuck Clark,Home Office,Victoria,Australia,APAC,Oceania,OFF-BI-10002919,Office Supplies,Binders,"Acco Binder Covers, Durable",107,8,0.1,yes,16.464,7.66,Medium,2011
MX-2011-158575,12-08-2022,03-02-2011,2011-03-02,03-06-2011,2011-03-06,Standard Class,Frank Hawley,Corporate,Las Tunas,Cuba,LATAM,Caribbean,OFF-PA-10000994,Office Supplies,Paper,"Enermax Message Books, 8.5 x 11",36,2,0,no,14.2,2.25,Medium,2011
CA-2011-107524,12-08-2022,03-02-2011,2011-03-02,03-08-2011,2011-03-08,Standard Class,Kristina Nunn,Home Office,New York,United States,US,East,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",36,5,0,no,17.472,2.18,Medium,2011
IN-2011-53469,12-08-2022,03-02-2011,2011-03-02,03-07-2011,2011-03-07,Standard Class,Chuck Clark,Home Office,Victoria,Australia,APAC,Oceania,OFF-AR-10002340,Office Supplies,Art,"Stanley Markers, Water Color",46,2,0.1,yes,4.524,1.46,Medium,2011
CA-2011-107524,12-08-2022,03-02-2011,2011-03-02,03-08-2011,2011-03-08,Standard Class,Kristina Nunn,Home Office,New York,United States,US,East,OFF-EN-10001990,Office Supplies,Envelopes,Staples,11,2,0,no,5.3392,0.94,Medium,2011
CA-2011-111157,12-08-2022,03-02-2011,2011-03-02,03-06-2011,2011-03-06,Standard Class,Nicole Hansen,Corporate,Pennsylvania,United States,US,East,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,3,1,0.2,yes,1.07,0.41,High,2011
AL-2011-7440,12-08-2022,03-03-2011,2011-03-03,03-05-2011,2011-03-05,Second Class,Scot Coram,Corporate,Elbasan,Albania,EMEA,EMEA,TEC-STA-10002497,Technology,Machines,"StarTech Card Printer, White",1619,10,0,no,258.9,301.73,High,2011
IN-2011-52853,12-08-2022,03-03-2011,2011-03-03,03-08-2011,2011-03-08,Second Class,Mike Vittorini,Consumer,Dhaka,Bangladesh,APAC,Central Asia,FUR-CH-10000432,Furniture,Chairs,"Harbour Creations Swivel Stool, Adjustable",1096,6,0,no,65.7,100.65,High,2011
MX-2011-150357,12-08-2022,03-03-2011,2011-03-03,03-05-2011,2011-03-05,Second Class,Mitch Willingham,Corporate,Santo Domingo,Dominican Republic,LATAM,Caribbean,FUR-CH-10004572,Furniture,Chairs,"Office Star Executive Leather Armchair, Adjustable",752,3,0.2,yes,56.352,70.49,High,2011
MO-2011-720,12-08-2022,03-03-2011,2011-03-03,03-07-2011,2011-03-07,Standard Class,Ben Wallace,Consumer,Grand Casablanca,Morocco,Africa,Africa,TEC-PAN-10000577,Technology,Machines,"Panasonic Inkjet, White",311,1,0,no,90.03,48.52,High,2011
MO-2011-720,12-08-2022,03-03-2011,2011-03-03,03-07-2011,2011-03-07,Standard Class,Ben Wallace,Consumer,Grand Casablanca,Morocco,Africa,Africa,TEC-STA-10000893,Technology,Machines,"StarTech Inkjet, White",598,2,0,no,263.04,43.14,High,2011
RO-2011-6490,12-08-2022,03-03-2011,2011-03-03,03-09-2011,2011-03-09,Standard Class,Sandra Flanagan,Consumer,Iasi,Romania,EMEA,EMEA,TEC-KON-10002034,Technology,Machines,"Konica Receipt Printer, Wireless",489,4,0,no,97.8,36.03,Medium,2011
US-2011-115392,12-08-2022,03-03-2011,2011-03-03,03-10-2011,2011-03-10,Standard Class,Cari Schnelling,Consumer,Corts,Honduras,LATAM,Central,TEC-CO-10002271,Technology,Copiers,"Sharp Fax Machine, Laser",825,7,0.402,yes,-389.1594,35.2,Low,2011
US-2011-127978,12-08-2022,03-03-2011,2011-03-03,03-08-2011,2011-03-08,Standard Class,Jill Stevenson,Corporate,Ohio,United States,US,East,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,302,5,0.5,yes,-199.617,34.51,Medium,2011
CA-2011-105648,12-08-2022,03-03-2011,2011-03-03,03-07-2011,2011-03-07,Standard Class,Eva Jacobs,Consumer,California,United States,US,West,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",626,3,0.2,yes,-23.4882,32.55,Medium,2011
RO-2011-6490,12-08-2022,03-03-2011,2011-03-03,03-09-2011,2011-03-09,Standard Class,Sandra Flanagan,Consumer,Iasi,Romania,EMEA,EMEA,FUR-DAN-10001462,Furniture,Bookcases,"Dania Stackable Bookrack, Pine",492,4,0,no,4.8,27.75,Medium,2011
CA-2011-127964,12-08-2022,03-03-2011,2011-03-03,03-08-2011,2011-03-08,Standard Class,Anne Pryor,Home Office,New York,United States,US,East,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,126,3,0.2,yes,40.872,22.16,High,2011
US-2011-115392,12-08-2022,03-03-2011,2011-03-03,03-10-2011,2011-03-10,Standard Class,Cari Schnelling,Consumer,Corts,Honduras,LATAM,Central,TEC-PH-10003102,Technology,Phones,"Samsung Audio Dock, with Caller ID",334,5,0.4,yes,-200.24,19.72,Low,2011
IN-2011-52853,12-08-2022,03-03-2011,2011-03-03,03-08-2011,2011-03-08,Second Class,Mike Vittorini,Consumer,Dhaka,Bangladesh,APAC,Central Asia,TEC-CO-10003951,Technology,Copiers,"HP Copy Machine, High-Speed",731,3,0,no,160.83,18.07,High,2011
EG-2011-2040,12-08-2022,03-03-2011,2011-03-03,03-07-2011,2011-03-07,Standard Class,Anne Pryor,Home Office,Al Qahirah,Egypt,Africa,Africa,OFF-KIT-10001040,Office Supplies,Appliances,"KitchenAid Coffee Grinder, Black",140,2,0,no,57.3,11.09,Medium,2011
CA-2011-130421,12-08-2022,03-03-2011,2011-03-03,03-07-2011,2011-03-07,Standard Class,Sam Craven,Consumer,Texas,United States,US,Central,OFF-AP-10002534,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,177,3,0.8,yes,-459.6072,10.65,Medium,2011
AG-2011-380,12-08-2022,03-03-2011,2011-03-03,03-09-2011,2011-03-09,Standard Class,Christopher Conant,Consumer,Alger,Algeria,Africa,Africa,FUR-ELD-10003131,Furniture,Furnishings,"Eldon Frame, Durable",113,1,0,no,29.43,9.51,Medium,2011
NI-2011-1790,12-08-2022,03-03-2011,2011-03-03,03-10-2011,2011-03-10,Standard Class,Astrea Jones,Consumer,Anambra,Nigeria,Africa,Africa,OFF-SME-10002740,Office Supplies,Storage,"Smead Lockers, Single Width",119,2,0.7,yes,-99.27,9.39,Medium,2011
RO-2011-6490,12-08-2022,03-03-2011,2011-03-03,03-09-2011,2011-03-09,Standard Class,Sandra Flanagan,Consumer,Iasi,Romania,EMEA,EMEA,TEC-APP-10004049,Technology,Phones,"Apple Speaker Phone, Cordless",126,1,0,no,27.75,7.47,Medium,2011
ES-2011-1708225,12-08-2022,03-03-2011,2011-03-03,03-09-2011,2011-03-09,Standard Class,David Philippe,Consumer,Emilia-Romagna,Italy,EU,South,OFF-FA-10004899,Office Supplies,Fasteners,"OIC Clamps, 12 Pack",58,3,0,no,28.8,6.89,Low,2011
IS-2011-9280,12-08-2022,03-03-2011,2011-03-03,03-07-2011,2011-03-07,Standard Class,Thais Sissman,Consumer,Jerusalem,Israel,EMEA,EMEA,TEC-MEM-10004782,Technology,Accessories,"Memorex Keyboard, Erganomic",69,1,0,no,1.38,5.58,Medium,2011
